#;Kode;PST;GI/Penghantar;Functloc;ID;SID;Merk;Type;Volt;Phasa;Penempatan;Line;Ket.;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8
1944;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000040;-;N/A;N/A;500;S;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1945;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000041;-;N/A;N/A;500;T;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1946;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000042;-;N/A;N/A;500;T;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1947;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000043;-;N/A;N/A;500;T;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1948;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000044;-;N/A;N/A;500;T;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1949;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000045;-;N/A;N/A;500;T;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1950;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000046;-;N/A;N/A;500;T;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1951;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000047;-;N/A;N/A;500;T;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1952;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;C1351816926900000048;-;N/A;N/A;500;T;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1953;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000049;-;N/A;N/A;500;R;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1954;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000050;-;N/A;N/A;500;R;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1955;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000051;-;N/A;N/A;500;R;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1956;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000052;-;N/A;N/A;500;R;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1957;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000053;-;N/A;N/A;500;R;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1958;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000054;-;N/A;N/A;500;R;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1959;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000055;-;N/A;N/A;500;R;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1960;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000056;-;N/A;N/A;500;R;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1961;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000057;-;N/A;N/A;500;S;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1962;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000058;-;N/A;N/A;500;S;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1963;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000059;-;N/A;N/A;500;S;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1964;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000060;-;N/A;N/A;500;S;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1965;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000061;-;N/A;N/A;500;S;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1966;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000062;-;N/A;N/A;500;S;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1967;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000063;-;N/A;N/A;500;S;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1968;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000064;-;N/A;N/A;500;S;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1969;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000065;-;N/A;N/A;500;T;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1970;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000066;-;N/A;N/A;500;T;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1971;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000067;-;N/A;N/A;500;T;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1972;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000068;-;N/A;N/A;500;T;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1973;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000069;-;N/A;N/A;500;T;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1974;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000070;-;N/A;N/A;500;T;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1975;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000071;-;N/A;N/A;500;T;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1976;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000072;-;N/A;N/A;500;T;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
1977;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000073;-;N/A;N/A;500;R;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1978;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000074;-;N/A;N/A;500;R;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1979;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000075;-;N/A;N/A;500;R;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1980;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000076;-;N/A;N/A;500;R;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1981;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000077;-;N/A;N/A;500;R;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1982;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000078;-;N/A;N/A;500;R;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1983;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000079;-;N/A;N/A;500;R;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1984;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000080;-;N/A;N/A;500;R;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1985;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000081;-;N/A;N/A;500;S;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1986;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000082;-;N/A;N/A;500;S;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1987;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000083;-;N/A;N/A;500;S;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1988;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000084;-;N/A;N/A;500;S;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1989;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000085;-;N/A;N/A;500;S;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1990;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000086;-;N/A;N/A;500;S;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1991;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000087;-;N/A;N/A;500;S;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1992;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000088;-;N/A;N/A;500;S;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1993;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000089;-;N/A;N/A;500;T;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1994;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000090;-;N/A;N/A;500;T;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1995;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000091;-;N/A;N/A;500;T;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1996;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000092;-;N/A;N/A;500;T;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1997;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000093;-;N/A;N/A;500;T;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1998;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000094;-;N/A;N/A;500;T;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
1999;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000095;-;N/A;N/A;500;T;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2000;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;C1351816926900000096;-;N/A;N/A;500;T;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2001;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000097;-;N/A;N/A;500;R;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2002;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000098;-;N/A;N/A;500;R;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2003;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000099;-;N/A;N/A;500;R;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2004;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000100;-;N/A;N/A;500;R;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2005;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000101;-;N/A;N/A;500;R;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2006;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000102;-;N/A;N/A;500;R;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2007;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000103;-;N/A;N/A;500;R;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2008;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000104;-;N/A;N/A;500;R;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2009;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000105;-;N/A;N/A;500;S;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2010;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000106;-;N/A;N/A;500;S;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2011;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000107;-;N/A;N/A;500;S;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2012;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000108;-;N/A;N/A;500;S;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2013;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000109;-;N/A;N/A;500;S;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2014;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000110;-;N/A;N/A;500;S;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2015;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000111;-;N/A;N/A;500;S;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2016;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000112;-;N/A;N/A;500;S;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2017;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000113;-;N/A;N/A;500;T;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2018;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000114;-;N/A;N/A;500;T;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2019;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000115;-;N/A;N/A;500;T;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2020;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000116;-;N/A;N/A;500;T;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2021;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000117;-;N/A;N/A;500;T;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2022;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000118;-;N/A;N/A;500;T;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2023;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000119;-;N/A;N/A;500;T;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2024;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000120;-;N/A;N/A;500;T;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #1;PHT 1;-;-;-;-;-;-;-;-
2025;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000121;-;N/A;N/A;500;R;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2026;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000122;-;N/A;N/A;500;R;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2027;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000123;-;N/A;N/A;500;R;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2028;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000124;-;N/A;N/A;500;R;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2029;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000125;-;N/A;N/A;500;R;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2030;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000126;-;N/A;N/A;500;R;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2031;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000127;-;N/A;N/A;500;R;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2032;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000128;-;N/A;N/A;500;R;Arah kecil bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2033;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000129;-;N/A;N/A;500;S;Arah besar atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2034;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000130;-;N/A;N/A;500;S;Arah besar atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2035;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000131;-;N/A;N/A;500;S;Arah besar bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2036;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000132;-;N/A;N/A;500;S;Arah besar bawah dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2037;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000133;-;N/A;N/A;500;S;Arah kecil atas luar;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2038;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000134;-;N/A;N/A;500;S;Arah kecil atas dalam;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
2039;C1;Dead End Compression Joint;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;C1351816926900000135;-;N/A;N/A;500;S;Arah kecil bawah atas;TRS 500kV MRTWR-SKTNI #2;PHT 2;-;-;-;-;-;-;-;-
